text,price
"Gigabyte GV-N1650OC-4GD - Tarjeta gráfica (GeForce GTX 1650, 4 GB, GDDR5, 128 bit, 7680 x 4320 Pixeles, PCI Express x16 3.0)",390.00
Gigabyte Technology GV-N307TGAMING OC-8GD Tarjeta gráfica NVIDIA GeForce RTX 3070 Ti 8 GB GDDR6X,965.47
"Soporte de soporte de tarjeta gráfica GPU, soporte de soporte de tarjeta de vídeo Soporte de soporte de tarjeta gráfica de aluminio aeroespacial anodizado Soporte de soporte de conector (negro)",20.69
Tbkoly Tarjeta gráfica profesional GTX1050TI 1 GB DDR5 verde 128 bits DVI VGA GPU tarjeta gráfica para PC juegos,98.28
"SAPLOS Radeon RX 550 Tarjeta Gráfica, 4GB, GDDR5, 128 bits, DisplayPort/DVI-D/HDMI, Tarjeta de Video para Juegos de PC, Graphics Cards, 4k@60 Hz, GPU Computadora",219.99
"Gigabyte Technology AORUS GeForce RTX 3060 Ti Elite 8G NVIDIA 8 GB GDDR6(NO VALIDO para MINERIA), Único (GV-N306TAORUS E-8GD V2)",786.47
"MSI Geforce GTX 1050 Ti 4GT OC Tarjeta Gráfica Pro, Negro/ Gris",786.47
PNY Tarjeta gráfica NVIDIA QUADRO M4000 8GB DDR5 (reacondicionado),499.00
xllLU para NVIDIA GTX 550ti 4 GB GDDR5 128 Bit para PC de bajo ruido y ultra alta definición de escritorio Gaming Tarjeta de video discreta gtx 550 ti perfil bajo geforce nvidia,121.26
"Gigabyte Technology GeForce RTX 3060 Ti Vision OC 8G (Rev. 2.0) NVIDIA 8 GB GDDR6(NO VALIDO para MINERIA), Único (GV-N306TVISION OC-8GD V2)",772.83
NVIDIA Tarjeta gráfica NVS 310 NVS 310 DDR3 512 MB 2 x DP,398.00
VGA Sapphire RX6500 XT 4GB Gaming OC,335.00
HP AMD Radeon RX550X 4GB LP DisplayPort Card - Tarjeta gráfica,189.00
"Tarjeta gráfica GIGABYTE GeForce GTX 1650 D6 WINDFORCE OC 4G (Rev. 2.0), tamaño Compacto de 172 mm, 4 GB 128 bits GDDR6, GV-N1656WF2OC-4GD REV2.0",189.00
"ASUS ROG Strix GeForce RTX 2080 Ti OC Edition - Tarjeta gráfica (11 GB, GDDR6, 352 bits, 7680 x 4320 Pixeles, PCI Express 3.0)",189.00
Gigabyte Technology AORUS GeForce RTX 3070 Master 8G (Rev. 2.0) NVIDIA 8 GB GDDR6,1.086.74
"Kisbeibi Soporte de tarjeta gráfica GPU, soporte de tarjeta gráfica de aleación de aluminio, soporte de tarjeta gráfica universal para caja de computadora Soporte de tarjetas de video (negro)",11.99
"GIGABYTE Tarjeta gráfica GeForce RTX 3060 Ti Gaming OC 8G (REV2.0), 3 ventiladores WINDFORCE, LHR, 8 GB 256 bits GDDR6, GV-N306TGAMING OC-8GD REV2.0 tarjeta de video",1.299.99
"upHere GPU - Tarjeta gráfica de Soporte Rainbow LED para Tarjetas gráficas de vídeo para Soportes de Esfera/Funda para Marco, Tarjetas Individuales o Dobles, G276CF",13.99
HP NVIDIA Quadro RTX 4000 8GB (3) DP+USBc - Tarjeta gráfica,999.00
Gigabyte Technology GV-N3060AORUS E-12GD Tarjeta gráfica NVIDIA GeForce RTX 3060 12 GB GDDR6 (GV-N3060AORUS E-12GD V2),999.00
"Tarjeta gráfica para Juegos XFX Speedster SWFT210 Radeon RX 6600 XT Core Gaming con 8 GB GDDR6, HDMI, 3 x DP, AMD RDNA™ 2 (RX-66XT8DFDQ)",999.00
"PCI Express 3.0 DDR3 64 bits Tarjeta Gráfica para Computadoras de Escritorio, HD6450 2G Tarjeta de Video con Chip para AMD para Ordenadores, Tarjeta Gráfica Silenciosa para Juegos",91.59
PNY Tarjeta gráfica GeForce RTX™ 3080 Ti 12GB XLR8 Gaming Revel Epic-X RGB™ Triple Fan,2.115.60
"VGA GIGABYTE GV-N1656OC-4GD 2.0,NV,GTX1650,GDDR6,4GB,128BIT,DVI+HDMI+DP,DISEÑO Compacto,1 Ventilador",283.90
"MSI GeForce GTX 1050 Ti 4GT LP - Tarjeta gráfica (refrigeración DUAL FAN, 4 GB memoria GDDR5)",266.00
"upHere Soporte de Tarjeta gráfica, Un Soporte para Tarjeta de Video, una Carcasa GPU Mod- Aluminio(Negro) GL05",8.99
LINKUP Kit con Soporte Vertical GPU para Tarjetas Gráficas y LINKUP Ultra PCIe 4.0 X16 Cable Gen4 Riser 90 Grados Ángulo Recto 25cm Negro,135.96
"Autuncity Tarjeta Gráfica, Funciona sin Problemas Tarjeta Gráfica Discreta Buena Disipación de Calor Estable Seguro para Escritorio",253.19
"EZDIY-FAB Soporte de Tarjeta gráfica ARGB, Soporte de GPU, sincronización de Tarjeta de Video RGB Sag-Sync con Placa Base 5V 3pin",19.98
Zotac GeForce GTX 1050 Ti Mini NVIDIA 4 GB GDDR5,763.84
LeHang PCI-E 3.0 16X Tarjeta gráfica Soporte Vertical/Base de Alta Velocidad PCI-E Cable de extensión DIY ATX,50.99
LINKUP Kit con Soporte Vertical GPU para Tarjetas Gráficas y LINKUP Ultra PCIe 4.0 X16 Cable Gen4 Riser 90 Grados Ángulo Recto 20cm Negro,119.96
"upHere Soporte de Tarjeta gráfica, Un Soporte para Tarjeta de Video, una Carcasa GPU Mod- Aluminio(Negro) GL05",8.99
HHuin 1050TI Tarjeta gráfica DDR5 Desktop Graphics Card Independence Computer Game Graphics Componentes de la computadora,75.11
Tarjeta gráfica ATI Radeon HD7470 1 GB PCI-E X16 DVI-I Display Port Low Profile,75.11
"Fayme GT730 - Tarjeta gráfica 2G de 64 bits, D3, tarjeta gráfica para videojuegos, servidores, tarjeta gráfica de media altura para tarjeta gráfica Geforce, Dvi VGA",56.28
MSI GeForce RTX 3060 Ti Gaming Z Trio 8G LHR - Tarjeta Grafica Gaming,1.099.90
"Sorandy Tarjeta Gráfica GTX960 4GB GDDR5, Tarjeta Gráfica para Computadora HDR 4K de 128 bits, PCI-E2.0 X16, HDMI, DP, Tarjeta Gráfica para Juegos DVI para Computadora de Escritorio",454.79
"pc DDR5 Tarjeta gráfica,Tarjeta de Video de 1GB 128Bit HD7670 para Juegos,Tarjeta de Video con Pantalla de bajo Consumo,Ranura PCI Express para computadora",116.99
"Onmancy GT730 - Tarjeta gráfica 2G de 64 bits, D3, tarjeta gráfica para videojuegos, servidores, tarjeta gráfica de media altura para tarjeta gráfica Geforce, Dvi VGA",53.62
"ZALAGA Tarjeta gráfica PCI-E PCI Express de 8 pines, tarjeta gráfica GPU VGA hembra de 8 pines para doble GPU 8 (6 + 2), divisor de 8 pines con conector",17.99
"MAXSUN GEFORCE GTX 1050 Ti 4 GB GDDR5 128 bits Video Gaming Tarjeta gráfica GPU Mini ITX diseño, DisplayPort, HDMI, DVI-D, sistema de refrigeración de ventilador único",417.11
Kafuty-1 Tarjeta gráfica VGA PCI 8MB 32Bit Tarjeta gráfica de Video de Escritorio Accesorios de computadora Pantalla múltiple para ATI Rage X,31.89
"ASUS GT1030-2G-BRK - Tarjeta gráfica (GeForce GT 1030, 2 GB, GDDR5, 64 bit, 7680 x 4320 Pixeles, PCI Express 3.0)",118.93
Gigabyte GV-R69XTAORUS M-16GD Tarjeta gráfica AMD Radeon RX 6900 XT 16 GB GDDR6,1.805.25
Tarjeta gráfica MSI RTX 3070 Ti Ventus 3X 8G OC,1.021.63
ASUS Dual -RTX2060-6G-EVO NVIDIA GeForce RTX 2060 6 GB GDDR6,498.40
"Tarjeta gráfica HD6450, gráficos 2G 64bit DDR3, bajo Nivel de Ruido con Ranura PCI Express 3.0, para computadora de Escritorio",498.40
"ASHATA Soporte de Soporte de GPU para Tarjeta Gráfica, Soporte de Soporte de Tarjeta Gráfica Iluminado con LED para Computadora, Marco de Soporte de GPU, Durable con Aleación de Aluminio",27.99
"Gigabyte Technology GeForce GTX 1650 D6 WINDFORCE OC - Tarjeta gráfica (4 GB, GV-N1656WF2OC-4GD V2)",377.63
Tarjeta gráfica Nvidia Biostar GeForce GT730 4 GB PCI-E,105.01
"Tarjeta gráfica para Juegos HD7670, 1GB 128bit DDR5 650MHz Display Video Card, Ranura para Tarjeta gráfica PCI 3.0, 480 Stream Processor Unit",116.39
"Gigabyte Technology GV-N1660 VGA, GV-N1660-OC-6GD, Negro/ Plata",447.12
ASUS Dual GeForce RTX 3060 Ti V2 Mini OC Edition NVIDIA 8 GB GDDR6(NO VALIDO para MINERIA),967.99
"MSI Radeon RX 6800 XT Gaming Z Trio 16G Tarjeta Gráfica, 16GB GDDR6, Torx Fan 4.0, 256 bit, Tri Frozr 2, Zero Frozr, PCI Express Gen 4, DisplayPort x 3 (v1.4), HDMI 2.1",1.249.89
"Gigabyte Technology GeForce GTX 1660 SUPER OC 6G - Tarjeta Graphica con 192-bit interfaz de memoria, WINDFORCE 2X Sistema de refrigeración",471.44
Gigabyte geforce gtx 1050 ti oc 4g gv-n105toc-4gd - Tarjeta Grafica,471.44
Gigabyte Technology GeForce RTX 3060 Vision OC 12G NVIDIA 12 GB GDDR6 (GV-N3060VISION OC-12GD),699.00
Tarjeta gráfica - Tarjeta gráfica VGA PCI 8MB 32Bit Accesorios para computadora de Escritorio Pantalla múltiple para ATI Rage XL,25.09
SovelyBoFan Tarjeta GráFica Profesional GTX1050TI 1GB DDR5 Verde 128Bit DVI VGA GPU Tarjeta de Video de Juego para Juegos de PC,130.85
"SAPLOS Radeon RX 550 Tarjeta Gráfica, 4GB, GDDR5, 128 bits, DisplayPort/DVI-D/HDMI, Tarjeta de Video para Juegos de PC, Graphics Cards, 4k@60 Hz, GPU Computadora",219.99
LINKUP Kit con Soporte Vertical GPU para Tarjetas Gráficas y LINKUP Ultra PCIe 4.0 X16 Cable Gen4 Riser 90 Grados Ángulo Recto 20cm Negro,119.96
"upHere GPU Brace Soporte Tarjeta de Video ARGB LED Tarjeta gráfica Soporte de pandeo/Soporte de Funda, (GS05ARGB)",15.99
"Gainward GeForce GTX 1660 Super Ghost - Tarjeta gráfica (6 GB, GDDR6, DisplayPort/HDMI/DVI)",617.99
"Zotac ZT-P10300A-10L GeForce GT 1030 2GB GDDR5 - Tarjeta gráfica (GeForce GT 1030, 2 GB, GDDR5, 64 bit, 6000 MHz, PCI Express 3.0)",139.00
"MSI GeForce RTX 3090 SUPRIM X 24G - Tarjeta gráfica Enthusiast (PCI-E Gen 4, 24 GB GDDR6X, Boost: 1860 MHz )",3.299.90
Gigabyte Technology GV-N3090GAMING OC-24GD Tarjeta gráfica NVIDIA GeForce RTX 3090 24 GB GDDR6X,2.532.48
"Tarjetas gráficas de computadora HD6770, Tarjetas gráficas DDR5 de 4GB 128Bit 650MHz, Ranura PCI Express 3.0 para computadora de Escritorio",115.79
"ASUS GT710-SL-2GD5 - Tarjeta Gráfica, 16.7 x 6.9 x 1.7 cm",115.79
"MSI Geforce GTX 1660 SUPER GAMING X - Tarjeta gráfica (6 GB GDDR6, 192 bit, Boost: 1830 MHz, DisplayPort x 3, HDMI 2.0b x 1)",115.79
"ASUS TUF Gaming GeForce GTX 1660 Super OC Edition 6GB GDDR6 - Tarjeta gráfica (OC 1845 MHz, 7680x4320 Pixeles, PCI Express 3.0) Negro",115.79
VGA Zotac RTX2060 12GB Gaming OC ZT-T20620F-10M,485.66
"EZDIY-FAB Soporte de Tarjeta gráfica Un Soporte para Tarjeta de Video, GPU VGA Brace Sag, para Juegos Personalizados de PC de Escritorio. una Carcasa GPU Mod- 3mm Aluminio- Rojo",8.98
MSI RX 6900 XT Gaming X Trio 16G Tarjeta gráfica AMD Radeon RX 6900 XT 16 GB GDDR6,1.819.00
"ASUS GeForce GT 710 - Tarjeta Gráfica (NVIDIA, GeForce GT 710, 2560 x 1600 Pixeles, 954 MHz, 1 GB, GDDR5)",1.819.00
"Tarjeta gráfica para computadora de escritorio, componentes de computadora DDR5 de 128 bits, tarjetas gráficas para juegos, tarjeta gráfica para computadora de bajo consumo, accesorios de red para jue",96.69
"Tarjeta gráfica DDR3 de 4GB, GT730-4G D3 TA 902/1333MHz Tarjeta gráfica PCI Express 2.0 con HDMI/VGA/DVI para Windows XP / 7/8 / 8.1/10, Sistema de enfriamiento silencioso",215.39
Denash Tarjeta PCI Tarjeta gráfica VGA 8 MB 32 bits Accesorios de componentes de computadora de Escritorio Pantalla múltiple para ATI Rage XL,32.69
Kafuty Tarjeta gráfica Pantalla Virtual Tarjeta gráfica Simulación HDMI Carga Falsa Camuflaje analógico VGA Pantalla de Bloqueo HD Pantalla Virtual con Alta resolución.(Plata),13.89
Powercolor RX 6600XT 8GB Rojo Diablo 8G OC,668.49
Tarjeta gráfica NVIDIA GeForce RTX 3080ti Founders Edition,2.079.99
"Gigabyte Technology GeForce RTX 3060 Vision OC 12G (Rev. 2.0) NVIDIA 12 GB GDDR6(NO VALIDO para MINERIA), GV-N3060VISION OC-12GD V2",741.85
"Palit GeForce RTX 3060 - Tarjeta gráfica Dual de 12 GB GDDR6, 3584 núcleos, 1320 MHz GPU, 1777 MHz Boost, Arquitectura de amperios, 3 x DisplayPort, HDMI, Ventiladores duales con tecnología de 0 dB",719.00
Gigabyte GeForce GTX 1050 Ti D5 4G NVIDIA GeForce GTX 1050 Ti - Tarjeta gráfica,719.00
"EZDIY-FAB Titular de la Tarjeta gráfica, Soporte de GPU 5V 3Pin ARGB, Soporte para Tarjeta de Video Sag Holder Soporte de Funda, Aluminio anodizado (Negro)",19.90
Tarjeta gráfica Nvidia Quadro K600 1GB GDDR3 PCI-e DVI DisplayPort,498.00
ASUS GeForce GTX 1660 Super Phoenix 6GB GDDR6 Tarjeta gráfica DP/HDMI/DVI,549.90
HHuin 1050TI Tarjeta gráfica DDR5 Desktop Graphics Card Independence Computer Game Graphics Componentes de la computadora,75.11
Tarjeta gráfica - Tarjeta gráfica VGA PCI 8MB 32Bit Accesorios para computadora de Escritorio Pantalla múltiple para ATI Rage XL,25.09
"Autuncity Tarjeta Gráfica, Funciona sin Problemas Tarjeta Gráfica Discreta Buena Disipación de Calor Estable Seguro para Escritorio",253.19
SovelyBoFan Tarjeta GráFica Profesional GTX1050TI 1GB DDR5 Verde 128Bit DVI VGA GPU Tarjeta de Video de Juego para Juegos de PC,130.85
"upHere GPU - Tarjeta gráfica de Soporte ARGB LED para Tarjetas gráficas de vídeo para Soportes de Esfera/Funda para Marco, Tarjetas Individuales o Dobles, G276ARGB",15.99
LeHang PCI-E 3.0 16X Tarjeta gráfica Soporte Vertical/Base de Alta Velocidad PCI-E Cable de extensión DIY ATX,50.99
"upHere GPU Brace Soporte Tarjeta de Video ARGB LED Tarjeta gráfica Soporte de pandeo/Soporte de Funda, (GS05ARGB)",15.99
HHuin 1050TI Tarjeta gráfica DDR5 Desktop Graphics Card Independence Computer Game Graphics Componentes de la computadora,75.11
"PowerColor AMD Radeon RX 550 - Tarjeta gráfica (4 GB), diseño de dragón Rojo",204.87
Gigabyte Technology Tarjeta Grafica Radeon RX 6600 XT Gaming OC Pro 8GB (GV-R66XTGAMINGOC PRO-8GD),738.00
"Zotac Gaming GEFORCE RTX 3060 - Tarjeta gráfica Twin Edge OC 12G (GDDR6, HDMI 2.1, 3xDP 1.4a)",718.78
"EZDIY-FAB Soporte de Tarjeta gráfica ARGB, Soporte de GPU, sincronización de Tarjeta de Video RGB Sag-Sync con Placa Base 5V 3pin",19.98
"ASUS Dual NVIDIA GeForce RTX 3060 V2 OC Edition Tarjeta gráfica Gaming (PCIe 4.0, 12 GB GDDR6, HDMI 2.1, DisplayPort 1.4a, diseño de 2 Ranuras, Ventiladores Axial-Tech, Blanco",19.98
Generic Tarjetas gráficas de computadora de escritorio 6GB GDDR5 192 bits tarjetas gráficas independientes,189.05
"OUTLET COMPUTER GeForce GT 610 2GB DDR3, Tarjeta de vídeo Low Profile para HTPC Compacto y Build Low Profile Passive, incluye racket adicional I/O",64.49
Tarjeta gráfica - Tarjeta gráfica VGA PCI 8MB 32Bit Accesorios para computadora de Escritorio Pantalla múltiple para ATI Rage XL,25.09
"Tarjetas gráficas de computadora HD7450, Tarjetas gráficas DDR3 de 2G 64bit 600MHz, Ranura PCI Express 3.0 para computadora de Escritorio",92.69
OUYAWEI Electrónica HD6450 2GB DDR3 Tarjeta gráfica Tarjetas de Video HD para Escritorio,40.99
"GeForce RTX 3060 Ventus 2X 12G OC - Tarjeta Gráfica Enthusiast Gaming (RTX 3060, TORX Fan 3.0, 192 bit, PCI Express Gen 4, DisplayPort v1.4a, HDMI 2.1, Zero Frozr, Resolución 1440p, Ray Tracing)",759.00
"upHere Tarjeta gráfica GPU para soporte de tarjeta de vídeo de aluminio Anodiado Aeroespacial fácil instalación, colores arco iris LED (GH04CF)",25.63
"EZDIY-FAB Soporte para tarjeta gráfica vertical con multiángulo, montaje GPU, kit de soporte para tarjeta gráfica VGA con cable Riser PCIE3.0 – Blanco",45.35
ZOTAC Gaming GeForce RTX 3070 Ti Trinity OC NVIDIA 8 GB GDDR6X,1.035.00
MSI RTX 3080 SUPRIM X 10G LHR Tarjeta gráfica NVIDIA GeForce RTX 3080 10 GB GDDR6X,1.035.00
"EVGA GeForce GTX 1660 SUPER SC GAMING, 06G-P4-1068-KR, 6GB GDDR6, Ventilador Doble, Backplate de Metal",1.035.00
Tarjeta Gráfica Biostar Radeon RX560 Dual Cooling/ 4GB DDR5,1.035.00
Tarjeta gráfica Vga Pci 8Mb 32-bit Accesorios para computadora de Escritorio Ati Rage XL Multi-Monitor,17.39
ZOTAC GeForce GT 730 Zone Edition - Tarjeta gráfica (2048 MB),87.38
Tarjeta gráfica GEFORCE RTX 3060 Ti,87.38
"Palit GeForce RTX 3060 Tarjeta gráfica Dual, 12 GB, GDDR6, LHR, 3584 núcleos, 1320 MHz GPU, 1777 MHz Boost, Arquitectura de amperios, 3 x DisplayPort, HDMI, Ventiladores duales",536.65
"Tarjeta gráfica para PC Gaming AMD Radeon RX 550 4 GB GDDR5 ITX para Videojuegos en PC GPU 128 bits DirectX 12 PCI Express X16 3.0 DVI-D Dual Link, HDMI, DisplayPort",275.00
"EZDIY-FAB - Soporte de tarjeta gráfica vertical con LED ARGB 5 V 3 pines, soporte GPU, kit de soporte VGA para tarjeta de vídeo con cable de montaje PCIE3.0, color negro",44.07
MSI GeForce RTX 3070 Ti SUPRIM X 8G NVIDIA 8 GB GDDR6X,1.399.99
SovelyBoFan Tarjeta GráFica Profesional GTX1050TI 1GB DDR5 Verde 128Bit DVI VGA GPU Tarjeta de Video de Juego para Juegos de PC,130.85
"Autuncity Tarjeta Gráfica, Funciona sin Problemas Tarjeta Gráfica Discreta Buena Disipación de Calor Estable Seguro para Escritorio",253.19
"EZDIY-FAB Soporte de Tarjeta gráfica ARGB, Soporte de GPU, sincronización de Tarjeta de Video RGB Sag-Sync con Placa Base 5V 3pin",19.98
"SAPLOS NVIDIA GT 1030 Tarjeta Gráfica, 2GB, GDDR5, 64 bits, DVI-D/HDMI, GPU de Computadora, Tarjeta de Video PC, Graphics Cards, Baja Potencia, PCI Express x4",159.99
"upHere GPU - Tarjeta gráfica de Soporte ARGB LED para Tarjetas gráficas de vídeo para Soportes de Esfera/Funda para Marco, Tarjetas Individuales o Dobles, G276ARGB",15.99
LeHang PCI-E 3.0 16X Tarjeta gráfica Soporte Vertical/Base de Alta Velocidad PCI-E Cable de extensión DIY ATX,50.99
LINKUP Kit con Soporte Vertical GPU para Tarjetas Gráficas y LINKUP Ultra PCIe 4.0 X16 Cable Gen4 Riser 90 Grados Ángulo Recto 20cm Negro,119.96
"Palit NE6166T018J9-161F - Tarjeta gráfica (GeForce GTX 1660 Ti, 6 GB, GDDR6, 192 bit, PCI Express x16 3.0, 1 Ventilador(es))",555.23
GIGABYTE GeForce GTX 1660 Ti OC 6G 192-bit GDDR6 DisplayPort 1.4 HDMI 2.0B con Windforce 2X Sistema de refrigeración Tarjetas gráficas - Gv-N166TOC-6GD,646.18
Tarjeta gráfica Nvidia Gainward GeForce RTX 2060 Ghost 12GB – 471056224-2973,674.87
"ASUS ROG Strix GeForce RTX 2080 Ti OC Edition - Tarjeta gráfica (11 GB, GDDR6, 352 bits, 7680 x 4320 Pixeles, PCI Express 3.0)",674.87
"Gigabyte GV-N1650OC-4GD - Tarjeta gráfica (GeForce GTX 1650, 4 GB, GDDR5, 128 bit, 7680 x 4320 Pixeles, PCI Express x16 3.0)",390.00
Tarjeta gráfica Nvidia Quadro de PNY Negro Negro (6783417),148.03
Pmandgk Tarjeta gráfica Profesional GT730 2GB 2GB DDR3 Verde 64bit DVI VGA GPU Juego Tarjeta de vídeo para Juegos de Ordenador,50.14
"Dpofirs Tarjeta gráfica Profesional para Juegos HD7670 1GB DDR5 128Bit, Tarjeta de Memoria de Video de bajo Ruido, frecuencia Central de 650MHz, con Ranura para Tarjeta gráfica PCI Express 3.0",50.14
"ASUS ROG Strix AMD Radeon RX 6700 XT OC Edition - Tarjeta gráfica Gaming (AMD RDNA 2, PCIe 4.0, 12 GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Ventiladores Axial-Tech, 2.9-Slot, Super Alloy Power II)",1.088.00
"EZDIY-FAB Soporte GPU para tarjeta gráfica GPU, soporte de tarjeta de vídeo, soporte de tarjeta gráfica Sag/soporte RX6700, RTX3090-309EZ-blanco",18.30
"ASUS Dual NVIDIA GeForce RTX 3060 Ti V2 OC Edition - Tarjeta Gráfica Gaming (PCIe 4.0, 8GB GDDR6, LHR, HDMI 2.1, DP 1.4a, Ventiladores Axial-Tech, Dual BIOS, Placa de Protección), Blanco",926.99
MSI Gaming GeForce RTX 3060 Ti LHR 8GB GDRR6 256-Bit HDMI/DP Nvlink Torx Fan 4 RGB Ampere Architecture OC Tarjeta gráfica (RTX 3060 Ti Gaming X 8G LHR),1.061.75
"CCYLEZ Tarjeta gráfica para ordenador, tarjeta gráfica de juego GPU de 128 bits, 4 GB DDR5, 900 MHz, detección automática, apta para ordenador de sobremesa dual.",121.39
"EVGA GeForce GTX 1660 SUPER SC GAMING, 06G-P4-1068-KR, 6GB GDDR6, Ventilador Doble, Backplate de Metal",121.39
"Lenovo 4X60R60468 - Tarjeta gráfica (Quadro P620, 2 GB, GDDR5, 2000 MHz, 5120 x 2880 Pixeles, PCI Express x16 3.0)",224.00
MSI GeForce RTX 3080 Ti SUPRIM X 12G NVIDIA 12 GB GDDR6X,2.312.00
"ASUS ROG Strix NVIDIA GeForce RTX 3060 Ti V2 OC Edition - Tarjeta Gráfica Gaming (PCIe 4.0, 8GB GDDR6, LHR, HDMI 2.1, DP 1.4a, Ventiladores Axial-Tech, 2,9 ranuras, Super Alloy Power II, GPU Tweak II)",2.312.00
VGA Sapphire RX6500 XT 4GB Gaming OC,335.00
Tarjeta gráfica AMD Radeon Biostar RX 550 D5 2G VA5515RF21,175.09
HHuin 1050TI Tarjeta gráfica DDR5 Desktop Graphics Card Independence Computer Game Graphics Componentes de la computadora,75.11
"Kudoo Tarjeta Gráfica para Juegos, Tarjeta De Video DDR5 De 128 bits Y 4 GB, Frecuencia De Memoria De Video 1250MHz Adecuado para Computadora De Escritorio Chip Identificado Automáticamente",196.79
"ASUS TUF Gaming NVIDIA GeForce RTX 3070 Ti OC Edition - Tarjeta gráfica Gaming (PCIe 4.0, 8 GB GDDR6X, HDMI 2.1, DP 1.4a, Certificación Militar, GPU Tweak II), Blanco",1.005.46
"msi GeForce RTX 3070 Ti Gaming X Trio 8GB GDDR6X Tarjeta gráfica - 3X DisplayPort, 1x HDMI",1.005.46
"Tarjeta Grafica, 128 bits 4 GB DDR5 1250 MHz Reconocimiento Automático Tarjeta Gráfica para Juegos Ranura PCI Express 2.0 Unidad Procesadora 640 Stream Ruido Bajo Tarjeta De Video para Escritorio",187.69
"SAPLOS NVIDIA GT 1030 Tarjeta Gráfica, 2GB, GDDR5, 64 bits, DVI-D/HDMI, GPU de Computadora, Tarjeta de Video PC, Graphics Cards, Baja Potencia, PCI Express x4",159.99
"upHere GPU - Tarjeta gráfica de Soporte ARGB LED para Tarjetas gráficas de vídeo para Soportes de Esfera/Funda para Marco, Tarjetas Individuales o Dobles, G276ARGB",15.99
LeHang PCI-E 3.0 16X Tarjeta gráfica Soporte Vertical/Base de Alta Velocidad PCI-E Cable de extensión DIY ATX,50.99
"SAPLOS Radeon RX 550 Tarjeta Gráfica, 4GB, GDDR5, 128 bits, DisplayPort/DVI-D/HDMI, Tarjeta de Video para Juegos de PC, Graphics Cards, 4k@60 Hz, GPU Computadora",219.99
"GTX1050Ti 4G Tarjeta Gráfica, 128bit DDR5 1250MHz Tarjeta Gráfica Para Computadora De Escritorio Con Doble Ventilador, Chip De Identificación Automática, 900MHz 3D API DirectX Frecuencia De 12 Núcleos",227.99
"XFX Speedster QICK210 Radeon RX 6500XT Black Tarjeta gráfica para Juegos con 4GB GDDR6 HDMI, AMD RDNA™ 2 (RX-65XT4DBDQ)",285.00
"Tarjeta gráfica Radeon RX 6700 XT Gaming OC 12G, sistema de refrigeración WINDFORCE 3X, 12GB 192-bit GDDR6, GV-R67XTGAMING OC-12GD tarjeta de video",1.030.62
Zotac ZT-A30810J-10P Tarjeta gráfica NVIDIA GeForce RTX 3080 Ti 12 GB GDDR6X,1.599.90
Gigabyte Technology GeForce RTX 3070 Gaming OC 8G (Rev. 2.0) NVIDIA 8 GB GDDR6 (NO VALIDO para MINERIA) Único (GV-N3070GAMING OC-8GD V2),1.019.00
Gigabyte Technology GeForce RTX 3090 Vision OC 24GB Tarjeta gráfica (GV-N3090VISION OC-24GD),1.019.00
GIGABYTE GeForce GTX 1650  OC 4G,1.019.00
Zotac Gaming GeForce GTX 1650 OC GDDR6 NVIDIA 4 GB,333.00
"XFX Speedster QICK308 Radeon RX 6600 XT Black Gaming Tarjeta gráfica con 8 GB GDDR6, HDMI, 3 x DP, AMD RDNA™ 2 RX-66XT8LBDQ",539.89
kdjsic Tarjeta Gráfica Externa X4 Notebook Tarjeta Adaptador Gráficos Externos para Portátil Portátil,17.78
"Docooler RX550-4G D5 LP - Tarjeta gráfica (Radeon Chill RX 550, memoria GDDR5 de 128 bits, 6000 MHz, 4 GB de memoria, VGA/DVI-D GPU)",190.98
"EZDIY-FAB Tarjeta gráfica tarjeta gráfica para soportes GPU soporte de bola/funda para marco, aluminio anodizado de aluminio, tarjetas individuales o dobles, color rojo",11.82
HEYLULU Tarjeta gráfica de computadora NVIDIA GTX 750Ti 4GB GDDR5 128-Bit PCIE 3.0 Interfaz DVI-D Compatible con HDMI con Ventilador de enfriamiento Doble,201.19
PNY Tarjeta Gráfica GeForce RTX™ 3060 12GB Uprising Dual Fan,1.018.55
Gigabyte GV-N1030D4-2GL GeForce GT 1030 Perfil bajo D4 2G Tarjeta gráfica para computadora,175.42
Gigabyte - geforce GTX 1070 Mini itx OC - Tarjeta Grafica,175.42
MSI GeForce GTX 1660 Ventus XS 6G OC - Tarjeta Gráfica Enthusiast,175.42
"ASUS STRIX-R7370-DC2OC-4GD5-GAMING - Tarjeta gráfica de 4 GB (Activo, AMD, Radeon R7 370, GDDR5-SDRAM, PCI Express 3.0, 2560 x 1600 Pixeles)",175.42
"Tarjeta gráfica para juegos, GeForce GTX 1060 OC 6 GB GDRR5 192 bits gráficos de computadora de escritorio, salida DVI/HDMI/DP, soporte HDCP DirectX 12 Dual Fan VR Ready OC (GTX1060 3G OC)",345.99
